hvac_S,hvac_N
23.84736842,9.02375
0.0,4.848333333
24.2,39.5
21.9725,8.554
22.73333333,10.95555556
21.73052632,46.78833333
29.5199369,9.599274047
7.21,15.17368421
18.5,40.7
19.80894737,9.198
19.64235294,36.00588235
8.026363636,21.31428571
45.38894737,9.695555556
0.0,0.0
0.0,1.075
27.10625,8.5475
17.15888889,8.733333333
9.158823529,25.87333333
28.53,15.32222222
25.0,24.525
0.0,32.9
32.79,33.4
29.9,47.7
21.52352941,7.977777778
33.21666667,14.318
0.0,35.1
23.8,0.0
3.492666667,24.68666667
39.4,43.0
0.0,8.3725
33.11177567,10.3
25.19,8.586470588
0.0,10.464
10.69066667,19.04866667
9.946842105,22.49473684
12.78722222,24.88888889
34.79,35.6
18.66416667,23.40769231
24.00769231,35.58461538
29.71818182,7.924285714
3.942105263,5.147368421
18.2,42.6
0.0,19.72473684
46.25235294,9.341428571
21.31,40.33095238
22.61727273,24.93636364
20.0,27.1
24.13333333,9.231111111
0.0,19.185
44.0,52.4
25.40092115,9.13
11.13052632,21.41705882
24.05882353,25.2
5.384,22.09736842
20.3,21.5
44.28428571,7.842857143
28.22105263,33.37789474
6.539411765,0.0
26.84,7.36
26.13684211,8.247
13.54347826,44.33913043
27.51876638,10.1438211
2.09,42.223
36.24529412,39.26294118
27.01764706,8.128571429
0.0,46.6
25.03636364,27.64545455
14.28111111,30.16111111
25.81764706,7.99
25.6,8.606
17.39,52.4
2.762631579,26.75
3.964705882,2.838333333
34.04,38.725
27.79473684,8.17375
0.0,0.0
0.0,37.4
6.1861244,4.319838057
22.20533333,21.64588235
18.758125,20.811875
25.03333333,8.477
9.626315789,20.1
1.886666667,0.0
24.7,8.107272727
0.0,0.0
28.965,33.92416667
0.0,0.0
57.81052632,9.053333333
26.08333333,7.9
29.985,11.56666667
21.069991763174357,33.509276334892775
22.7,23.4
26.65555556,8.554444444
4.773157895,11.9725
38.1,43.9
27.11875,9.996
26.5798924,10.09998781
0.0,7.833333333
0.0,35.6
25.89473684,8.02375
0.0,0.0
20.53,22.70833333
0.0,4.271133252
17.82611111,8.398
21.706,26.74166667
18.202,22.3
2.7375,7.330625
9.912307692,41.58384615
0.0,18.63647059
0.0,8.424166667
29.66,39.16692308
24.9,8.265555556
13.74722222,40.33157895
0.0,63.7
19.03764706,7.4875
13.73823529,8.308421053
28.2,8.72
20.39,22.0
31.33916667,36.52307692
19.97181818,23.16363636
0.0,0.0
44.586875,46.7
15.485203373453487,26.97970744990357
1.235294118,17.21
21.46842105,11.175
35.1,19.016
21.58666667,27.70642857
27.55,8.42
21.95791429,43.82542857
25.82,8.198571429
27.0,9.366666667
19.97090909,34.73636364
2.877777778,16.45277778
30.0,31.3
16.89,40.5
29.57166667,32.99375
0.0,0.0
11.8885,22.175
27.62722222,37.49222222
27.18235294,7.233333333
18.39,37.79
0.0,57.7
21.01263158,8.84625
13.15631579,19.68315789
14.98833333,23.91666667
23.56,8.94625
23.52857143,28.77714286
51.9,32.9
24.61578947,23.07368421
27.16666667,8.242222222
0.0,0.0
42.74052632,9.5225
17.2,41.1
0.0,14.26526316
28.385,7.977777778
20.45833333,7.825
13.91055556,22.605
10.92166667,22.96111111
30.15789474,8.08625
18.82611111,8.566666667
21.34277778,9.08
27.54444444,7.3875
50.0375,8.8375
0.0,17.77105263
14.71454545,24.57272727
43.0,42.3
29.52631579,8.545
41.61111111,43.27529412
22.66842105,8.86
0.0,0.0
19.62444444,21.06666667
17.1,37.79
0.0,8.2825
19.56294118,8.641428571
17.12545455,19.79909091
0.0,0.0
0.95,19.07684211
22.83105263,31.4145
32.16842105,7.96
27.38666667,41.966
20.7,66.59
0.0,7.8
24.4,21.1
53.67,9.297777778
19.70833333,24.46470588
24.84666667,7.7225
0.0,20.198125
26.98421053,9.46
1.35,22.39941176
22.2,23.5
20.39,21.2
22.1,24.1
15.22578947,34.41578947
21.38315789,36.58947368
27.35789474,8.348333333
35.20294118,37.48466667
36.76,35.64588235
0.0,16.45166667
17.39,19.3
19.22666667,8.116666667
26.6,38.1
20.7,22.6
40.70107527,27.37311828
22.72521207,8.4
26.64820896,34.95522388
3.425333333,11.44285714
22.8625,9.676666667
21.7,8.3
25.96875,8.418888889
19.7,21.4
33.891875,39.36625
2.211764706,4.522307692
23.3,25.0
18.7,43.2
16.55333333,25.4
17.67941176,40.39588235
3.42,24.35666667
27.63333333,8.76
21.725,39.710625
20.83411765,8.565555556
0.0,10.23473684
22.53684211,10.46666667
0.0,13.78210526
23.0,32.9125
11.698871863769455,18.996381554326263
4.743888889,39.07722222
25.44666667,42.706
33.36736842,34.53777778
21.6875,8.61
22.1,23.6
1.447368421,7.828571429
31.326,8.028571429
13.644,25.30526316
3.65,13.75
17.2975,40.325
8.008888889,0.0
20.35,7.785714286
5.693333333,23.27611111
28.92360549,10.28346179
0.0,40.29565217
18.39,37.4
22.11555556,8.222222222
28.075,8.0
17.16357143,25.26428571
0.0,0.0
20.1,53.5
22.13957265,23.67276923
26.73375247,9.813057204
45.22777778,40.40473684
25.83231685,10.03870085
35.89857143,35.30315789
0.0,20.07
21.06533333,18.22375
4.942857143,7.553333333
18.284,25.77333333
2.847058824,8.657058824
26.9,29.0
20.61176471,8.22375
0.0,7.7
32.76666667,9.85
14.66941176,8.297777778
26.85555556,8.9375
21.68176471,8.15
0.0,0.0
20.04210526,20.35944444
0.0,8.18625
20.5,69.09
7.33,20.3885
25.40555556,7.955555556
21.23545455,34.65363636
21.393125,25.22352941
59.94210526,8.542857143
21.74444444,8.054285714
9.664628741120282,19.3050358639789
40.1,45.2
20.93428571,43.52857143
15.078125,23.40625
26.97333333,8.652222222
0.0,37.4
30.3,36.28666667
23.2,49.2
24.4,23.2
0.0,18.11470588
0.0,8.390769231
27.1625,8.451428571
37.29,43.6
0.0,7.62375
0.0,7.36
0.0,9.825714286
20.31947368,24.3
50.23333333,12.26666667
21.06,24.94444444
16.258,28.96
21.725,8.266666667
41.9645,8.185
0.0,4.088888889
22.0,47.1
40.19888889,8.2625
23.37272727,42.80909091
13.83277778,28.73777778
19.8,39.79
18.5675,20.37529412
22.66111111,8.376666667
17.379348852058058,29.95543310137623
62.36,8.298888889
30.13166667,32.04
27.17,8.7725
15.91894737,22.715
16.07,9.23625
16.3,64.4
28.52105263,8.486666667
31.11421053,38.97368421
0.0,39.5
37.88857143,8.19
21.32666667,13.65
20.254375,8.72125
32.18666667,9.695
28.61428571,8.1
29.48333333,7.92
52.7,8.395714286
27.83333333,50.59933333
39.9,57.9
15.44071429,21.95571429
36.2,41.7
5.421666667,24.03625
1.85625,31.92666667
29.295,8.441111111
26.125,9.216666667
18.33166667,20.85235294
15.0745,12.17736842
37.0,28.0
6.712666667,20.08
17.3245,27.785
26.37,9.0
29.12631579,7.933333333
26.54166667,27.975
20.98368421,25.18888889
9.072631579,25.045
23.8125,34.99333333
38.0125,8.965555556
19.2,42.7
44.51111111,8.297777778
24.51578947,0.0
18.97543016927102,33.46156131471048
8.539,21.32166667
22.066,24.34285714
26.1,33.7
13.26315789,22.07263158
23.3,8.753333333
24.47777778,29.85176471
0.0,7.93625
0.0,19.79692308
53.32727273,8.88
15.97368421,20.52473684
0.0,13.92470588
20.1,23.0
34.62786351,9.4
25.41818182,24.75454545
46.7,8.23625
12.29894737,4.898421053
0.0,18.25888889
13.41,23.53888889
21.76470588,37.66882353
27.56,23.16
1.788888889,0.0
20.14461538,23.56153846
20.262,24.51052632
19.672,8.5
0.0,0.0
23.4,26.06
0.0,38.79
25.78421053,8.38
23.5,8.078
19.23157895,20.85684211
24.07222222,8.28375
0.0,8.50875
0.0,0.0
29.11428571,35.10571429
21.70555556,8.075
21.77894737,19.98263158
31.22416667,7.885
5.776666667,19.273125
24.66363637,37.10227273
19.5475,7.785714286
0.993529412,19.05294118
20.39,29.4
9.438,1.945
25.24,7.6225
23.29352941,7.828571429
14.13947368,21.77722222
29.68333333,7.796666667
35.618,37.438
6.0395,20.55764706
40.97857143,42.62
34.25190476,39.73526316
29.2,32.29
36.7,20.9
0.0,10.44052632
1.414615385,33.32307692
39.1,41.8
25.1,21.7
40.7,43.5
29.55789474,8.43
27.02857143,8.396666667
0.0,7.78625
21.2,45.2
21.9,24.1
29.1875,7.948333333
39.7,40.9
19.3,38.7
19.8,44.9
0.0,17.1175
32.4,10.02
32.42,11.075
23.98181818,7.999090909
2.688888889,5.803888889
21.6,26.4
26.11666667,0.0
0.0,9.0475
8.093333333,18.47866667
21.78684211,24.155
23.02352941,10.28
21.9375,8.435
22.005,8.3725
28.41666667,7.798
0.0,2.30625
18.12882353,18.1075
25.6,23.4
19.483,37.29736842
31.00625,8.387777778
27.02222222,24.52777778
24.64117647,26.24705882
0.0,0.0
30.57470588,35.265
38.82947368,8.977777778
14.87,21.29411765
6.962631579,24.01052632
18.05944444,23.60526316
29.9375,8.541111111
28.67777778,8.183333333
8.206,24.17933333
22.10736842,17.18333333
19.47789474,20.69421053
36.5,46.6
4.121428571,21.69866667
25.78571429,27.68666667
3.84,34.11866667
20.06692308,23.04117647
45.59,8.507272727
24.86628563,10.18312858
0.0,6.794210526
5.846315789,20.58210526
26.26,8.468571429
2.619333333,7.433333333
23.84666667,15.3
0.921052632,29.88
23.46666667,22.98181818
27.025,8.068571429
0.0,0.0
25.00555556,9.386666667
20.39,30.8
22.23238095,41.14571429
4.3,24.17058824
2.725263158,22.88894737
21.0,45.1
22.94117647,7.825
17.6,39.1
19.46214286,25.85642857
23.95555556,22.24444444
21.36,7.65
17.488297977214813,32.00538901443656
7.606428571,18.85357143
21.06666667,8.422222222
25.66842105,8.598
26.175,7.925
32.6685,8.395
0.0,20.98388889
28.04684211,32.69888889
26.45,26.23571429
12.43,0.888947368
33.49333333,43.14
51.16470588,7.864444444
22.1,23.0
5.677777778,18.36944444
24.30555556,8.18625
37.130625,37.42875
21.42,7.41
22.72521207,8.4
0.0,8.058
37.6,42.1
3.226315789,25.23
12.85944444,9.7475
30.83956484,8.478
8.865555556,16.08166667
0.0,18.956
14.444,41.67266667
38.56153846,8.122222222
26.20909091,21.85
0.0,31.10947368
1.163157895,16.27263158
21.9,8.216
2.663157895,24.98421053
7.608888889,0.0
0.0,0.0
30.49952381,8.0975
17.7,58.4
0.0,0.0
4.777222222,23.47777778
22.13833333,18.85052632
28.34375,8.95
20.52764706,8.19
22.73636364,40.58
32.359,36.53052632
38.0,41.4
0.0,5.811111111
16.15235294,19.55375
0.0,43.5
20.40315789,7.985714286
26.36006112,9.314788124
6.917647059,5.529411765
20.1,21.3
31.84333333,10.16666667
5.738666667,21.89
18.79277778,22.47222222
2.946796875,18.6453125
0.0,37.9
20.20375,32.5125
0.513767258,20.46247863
13.688,21.04388889
24.79090909,28.05363636
19.99833333,8.625
51.22,8.84
18.9825,38.714
21.3,39.6
0.905263158,20.23
24.02727273,25.77272727
32.86157895,8.5225
19.39,52.2
25.41428571,7.057142857
42.615,8.524285714
13.60944444,8.08
0.0,0.0
56.54444444,8.1
0.977777778,39.35105263
7.999375,21.58666667
24.72352941,8.239
15.40888889,3.272727273
24.04736842,7.842857143
51.05,8.53375
40.70333333,9.16
19.061875,38.08764706
16.08842105,8.481666667
23.58,8.989090909
19.00722222,24.68947368
19.20533333,26.24666667
23.58,7.675
19.03318182,41.10454545
0.0,8.397857143
0.0,8.11125
20.487145298587166,31.879632928713136
0.862631579,13.32421053
19.39,22.1
27.6125,8.2875
18.6,39.4
24.12222222,0.0
28.2,42.5
21.01786324,23.60184615
5.798888889,4.305
2.464705882,18.129375
39.79,40.1
29.105,8.076
28.66157895,30.32631579
25.82352941,8.515555556
12.09947368,9.0725
22.19784946,18.35376344
12.5175,21.56611111
42.94588235,15.78
23.5,42.25
26.8125,9.51
29.626,31.81545455
27.73,8.071428571
23.56666667,28.64444444
17.89,40.79
30.74117647,30.46789474
0.0,8.4
32.13378182,36.34137374
19.92,41.006
22.41176471,32.48823529
25.46342094,8.195
38.758,8.133333333
7.261875,21.824375
28.76842105,7.82
20.5,20.6
21.11473684,22.43
21.92578947,8.48625
21.72777778,8.498888889
24.60529412,28.09411765
24.09285714,8.89
21.62785714,41.99142857
26.15823529,32.36611111
20.31555556,8.308
0.0,3.933333333
42.10944444,8.8875
22.846323236639478,22.21386789220992
25.85,42.36
0.0,8.798571429
11.53333333,7.94
26.35263158,23.94285714
23.8242479,8.166666667
11.86611111,10.67722222
28.299375,30.20533333
19.39,23.1
13.00368421,0.0
15.96555556,22.26842105
19.374,7.765555556
24.28235294,9.454444444
20.70529412,8.631666667
11.41071429,18.90571429
20.118,43.04
51.79473684,59.07894737
9.278947368,25.65789474
11.97315789,22.26842105
0.0,2.755
27.25294118,9.935
0.0,3.355890412
24.08823529,8.485
26.82307692,7.655714286
0.927777778,20.81
21.1,22.7
0.0,35.4
0.0,46.15
26.78,8.396
16.68666667,40.53333333
18.0,39.4
0.0,0.0
34.78166667,8.28375
21.7,23.5
22.24210526,8.913636364
45.1,45.1
18.7,65.59
21.51705882,35.76352941
46.05555556,8.508
22.6,22.5
15.44421053,21.93761905
28.37375,27.29857143
1.063157895,3.833333333
3.562631579,19.29736842
19.664,24.60588235
17.1,20.1
25.61666667,9.17375
39.96631579,8.418888889
0.0,2.4625
9.610588235,9.128
16.96550594761908,31.398615784041567
42.7,38.6
22.87058824,22.08571429
0.0,12.56625
21.5,21.8
0.0,0.0
18.81705882,8.375
41.3,8.18
47.59473684,8.166666667
26.8,22.9
20.64705882,8.96125
23.39294118,37.74
31.7,31.9
22.01611111,9.757333333
2.6,0.0
23.47933333,19.85454545
19.29583333,26.73076923
22.14,27.28
37.15,8.23625
28.416,28.832
18.0,38.79
26.3,8.2
14.1345,21.4895
0.0,23.47785714
19.2,42.4
2.757368421,23.45555556
32.85,19.478
24.36315789,9.34
7.436842105,21.57894737
30.59941176,6.977777778
45.118,8.451428571
2.052105263,14.10888889
14.17166667,21.64944444
20.98625,27.17647059
0.0,5.077777778
20.6,35.29
29.32679684131864,32.76096385040978
34.53333333,24.36666667
0.0,38.11
0.85,0.0
31.82823529,37.22473684
26.25625,10.55272727
31.53866667,38.532
19.5,21.6
55.47777778,9.188888889
0.0,19.26245614
2.016111111,6.14375
23.7,10.01285714
2.887777778,23.84736842
35.30368421,31.46470588
29.44,8.259
31.025,26.86666667
10.11055556,25.43333333
25.53333333,7.35
26.96111111,8.06125
25.22857143,7.325
41.49875,8.444444444
16.89,23.6
27.25555556,7.366666667
17.73235294,10.35571429
33.07,9.5875
21.32352941,9.41
21.8,22.5
26.41176471,8.47375
21.368819385202357,33.80068811709748
6.06125,16.75705882
30.3,33.1
15.636875,8.587777778
15.82466667,31.086
8.881666667,21.58833333
20.84033963,24.15393162
36.19047619,8.95875
0.0,8.365714286
16.07,23.87647059
4.023529412,20.05235294
23.85,9.2
21.06,8.096666667
27.42105263,8.233333333
0.0,0.0
55.47777778,9.188888889
26.09411765,8.42125
0.0,10.00666667
16.88894737,19.60842105
19.6,21.8
16.96789474,29.93684211
16.6,40.79
0.0,4.344
45.2,63.4
25.63690525,8.455555556
15.94052632,38.75333333
44.63888889,10.68090909
18.94470588,8.07375
11.4575,41.53
26.77416667,34.99857143
0.0,0.0
41.42882353,8.198333333
13.36842105,1.7
26.3125,21.78
11.02,20.39210526
20.05133333,30.53333333
40.05764706,43.59888889
24.2,8.5475
18.216,68.1028
19.69315789,8.733333333
16.61285714,7.457142857
32.25176471,28.4
34.6045,40.919
22.24,40.779
21.793125,7.766666667
24.20666667,31.39333333
41.02894737,8.418888889
30.55684211,33.17684211
15.98578947,22.04210526
7.039333333,21.37588235
38.29,46.7
37.7,41.5
40.9,42.9
1.527777778,36.93722222
19.53352941,9.713333333
27.815,8.382857143
12.624,14.84526316
22.93157895,10.11368421
4.484,21.3585
0.0,8.177857143
21.33866667,40.95133333
23.3,23.3
39.50458792,42.4
27.5,24.5
0.0,33.11133333
22.57142857,41.75714286
0.0,6.088888889
19.4075,39.3925
0.0,31.5
0.0,18.0065
21.2,45.6
0.0,0.0
0.0,18.73375
26.77333333,8.043333333
0.0,38.0
28.09444444,8.21125
1.3,6.399285714
52.41526316,8.698571429
27.3,30.9
20.63277778,8.985714286
27.05263158,9.0475
24.925,7.97
4.657894737,21.76210526
35.918,42.72071429
27.14117647,8.507777778
29.59941176,34.56352941
27.23658418,8.425
49.2,41.4
24.47777778,7.366666667
25.06666667,7.678
12.83222222,22.02052632
6.406428571,20.25571429
20.14166667,22.87272727
10.628,25.348
17.56444444,10.138
26.80339456,9.835870618
26.62,8.498
24.71176471,8.16125
25.05,8.486666667
21.7,44.9
19.62647059,11.8
18.0,35.79
25.63157895,8.008888889
24.39352941,2.188888889
29.0,24.4
24.46363636,7.9
55.5,40.29
0.0,12.07
44.91428571,8.557142857
24.4,38.6
0.878947368,18.42611111
22.13411765,9.308888889
0.988235294,20.215
22.3435,24.53833333
1.914285714,32.96928571
24.299,29.87
42.26,8.475555556
24.9,40.4
43.78823529,8.553636364
18.4445,20.0765
22.96,34.56842105
43.48368421,8.2725
4.092766885,16.75523529
27.01578947,8.757
30.72752713732018,36.08018675197604
41.3445,8.898571429
7.765,0.0
25.96470588,9.308181818
23.20666667,26.52142857
1.2,19.52333333
16.18894737,22.17842105
34.5,31.9
0.0,8.225
30.94,8.62
44.69923077,8.8825
23.0,41.4
7.422222222,41.0
20.34666667,24.98571429
17.2,41.6
23.3,23.7
1.668421053,8.422976501
52.065,7.21
25.5,23.7
11.01236413,19.90665459
28.0875,8.453333333
26.38503037,10.07623847
56.565,7.975555556
61.95625,8.135
32.2,33.7
0.0,36.2
23.52416667,40.60909091
15.7425,24.505
19.39,43.0
0.0,0.0
3.388235294,20.198
29.18123108,10.03469394
22.15833333,25.64166667
19.13882353,22.85882353
0.0,0.0
36.5,40.4
4.399473684,15.86052632
14.02,20.68842105
20.926,21.66666667
31.00947368,32.59421053
5.7545,20.95105263
0.0,15.575
22.2,23.5
50.9,39.79
23.14157895,43.77894737
31.45888889,7.733333333
3.509,21.0
36.77933333,39.83866667
29.9,43.139
0.0,8.471538462
21.8,23.0
35.6,59.3
26.68,8.263636364
45.98166667,9.318
11.08,20.373125
20.55333333,26.28571429
20.9,22.2
39.589,34.689
0.0,19.35405263
29.47058824,9.43
0.0,23.75
29.52,13.325
52.00860215,32.88494624
20.079375,40.261875
35.589,42.5
24.83684211,6.655555556
21.21111111,24.47222222
0.0,8.186666667
0.0,34.68684211
26.9625,8.366666667
18.572,22.16
1.892307692,2.966666667
28.0,8.574444444
22.25,9.24
23.6,25.5
53.4,47.1
0.0,17.3225
42.97222222,8.198888889
0.0,7.210588235
29.64166667,29.59166667
0.916666667,18.45526316
5.852631579,18.96736842
20.23578947,9.195714286
21.38428571,22.06923077
27.5625,9.066666667
10.00092593,21.01768518
19.2,36.2
20.75666667,9.02
0.0,22.9
21.48428571,10.5475
21.17333333,31.10666667
20.9,21.9
13.67,24.29352941
20.15105263,18.288
42.08,17.9975
27.61593892,11.34055593
18.7,36.9
25.92105263,28.40526316
16.89,40.0
21.2,24.4
28.2,8.327142857
6.322352941,22.105625
38.946,40.16846154
48.58888889,8.4
0.0,0.0
7.818125,25.45
26.33157895,8.544444444
23.45,25.45789474
26.54,20.92
21.4,21.6
21.5,47.0
1.98125,2.136875
18.340625,32.04375
27.59375,8.52
0.0,55.3
16.50411765,8.278333333
2.358823529,19.41
0.0,34.9
0.0,7.65
19.25578947,23.96315789
0.0,27.406
0.0,0.0
1.021666667,15.205
23.275,44.36666667
9.231052632,20.75631579
19.76,8.93
0.0,0.0
27.65833333,8.571428571
20.71555556,8.256
24.27647059,25.71538462
30.18888889,20.72111111
25.205,34.66473684
21.3,24.1
15.00842105,24.43157895
27.54,8.4
0.0,5.4
24.83636364,11.338
0.0,19.124
20.529580536550554,33.4526303993332
26.58235294,9.041111111
25.73333333,8.54875
17.69052632,31.88421053
4.213333333,8.244444444
7.814444444,20.13166667
23.90555556,19.5
27.12380952,8.566
19.473778366100646,32.6217589122391
19.3175,21.96125
35.13470588,39.566
21.3185,39.5145
2.0375,10.45647059
24.29473684,28.81111111
17.2,60.0
22.09944444,22.66315789
22.93529412,35.10388889
20.99294118,8.23625
4.175,7.398333333
31.92055556,9.08625
24.38,8.863333333
22.14333333,26.36666667
0.0,0.0
29.06789474,27.84684211
0.0,18.388
26.075,8.233333333
45.8,43.7
26.85789474,8.912857143
20.2,40.9
26.8,23.1
20.26263158,8.296666667
24.95882353,13.3
0.0,23.7
0.0,8.316666667
34.65642857,28.97142857
41.43411765,44.80588235
22.43684211,21.97
30.70473684,7.45
0.0,0.0
0.0,9.005
26.91578947,16.1
24.96369488,9.193481225
28.49056837,9.704684845
26.03191992,9.891844957
0.0,0.0
19.89,44.2
39.04444444,41.359
22.5,24.4
19.5765,19.994
24.96731879,10.01173559
22.9,47.4
2.382352941,10.59294118
18.08666667,20.55631579
0.0,19.6
22.03157895,20.94157895
27.1,22.8
28.8,33.2
20.58117647,7.99875
54.425,8.4
22.76470588,7.633333333
3.227777778,20.74823529
0.0,7.933333333
18.7,20.39
24.92608696,43.16086957
46.61578947,8.698
27.11666667,8.916363636
25.76631433,10.52573113
24.74690378,8.1
23.47777778,8.7125
0.0,9.726285983
24.55294118,8.685
29.075,8.38375
40.15571429,46.22857143
26.7,22.0
20.35705882,19.32571429
19.10277778,23.75
22.3,22.6
20.80666667,21.786875
55.01,8.481666667
25.90526316,8.541428571
18.58823529,25.15294118
0.967894737,20.23294118
6.036363636,33.3
0.0,8.075
48.65294118,7.766666667
0.0,13.23421053
45.76111111,9.121111111
2.022222222,15.5
15.81,8.5225
29.41428571,8.041428571
0.0,37.4
21.5,23.9
0.0,38.0
0.0,9.31
42.24,17.14
19.58611111,8.71125
63.17222222,8.475
22.15069597,8.9725
20.15866667,42.23333333
19.2,34.79
30.81285714,8.264444444
29.7,32.2
22.52,7.62
30.129,29.55714286
21.02235294,16.10352941
22.79411765,8.670909091
21.78047619,8.408
37.9795,8.407
27.47368421,28.52235294
40.96666667,48.29166667
1.588888889,18.63235294
24.13684211,8.774117647
24.1,8.516666667
23.45,10.925
20.25117647,35.05294118
31.565,8.5
4.905882353,19.80388889
20.13823529,7.942857143
32.25,36.4025
19.105,24.92631579
0.0,15.24722222
0.0,0.0
8.793333333,8.864444444
20.76157895,9.015
68.22764706,8.098571429
46.7,8.259
20.59111111,7.92375
26.29738503,8.0
12.99368421,24.7
9.211111111,40.47052632
18.5,19.8
18.764,43.02105263
0.0,2.18125
3.783333333,8.166666667
26.28421053,9.214285714
20.08058824,9.46
1.705555556,0.0
19.1,41.9
21.6045,34.72714286
13.978,22.179
20.62294118,8.766666667
20.13166667,8.157142857
19.87736842,21.5845
36.15714286,8.396666667
25.77894737,14.68571429
39.79,38.9
17.6,37.9
24.14210526,8.544615385
37.79,42.9
20.664012369822615,33.550215848481685
38.30636364,51.97181818
0.0,0.0
5.566666667,7.8
21.2,42.9
25.71052632,7.977777778
31.61866667,41.255625
29.07402484,9.663014171
22.27777778,11.96666667
19.02,25.18
14.32473684,8.327142857
0.0,17.46823529
24.76111111,6.3
10.1345,21.34
50.9,33.0
4.456666667,29.84083333
6.792,20.248125
28.3,22.3
0.0,7.75
16.189,20.23105263
16.22,22.47777778
0.0,61.3
13.68666667,23.14058824
24.69333333,8.0
0.0,18.24421053
37.67111111,35.24052632
24.95789474,7.839
57.54285714,8.483333333
27.259,26.22416667
21.46111111,39.69722222
30.95210526,34.68789474
28.37692308,8.0625
0.0,18.42333333
19.89833333,8.265555556
8.5375,20.424375
0.0,15.18166667
21.27722222,39.965
0.95,20.01894737
27.0,67.09
17.39,40.7
23.68333333,24.86666667
8.224375,19.61133333
22.3,22.0
20.5,23.6
0.0,0.0
0.0,0.0
32.154375,37.76533333
0.0,8.191538462
35.749,43.908
0.0,21.64705882
26.23157895,8.549
34.31125,39.55333333
5.972222222,20.00333333
25.48947368,26.49473684
18.6,41.7
15.54684211,22.47368421
19.39,43.5
20.48176471,37.95222222
48.13157895,8.446666667
21.84705882,7.5875
18.76769231,23.325
42.45933333,47.21333333
21.8,46.8
24.56,8.3
25.74444444,8.508
31.36666667,11.725
40.3525,6.566666667
37.96,33.43342857
19.1,43.2
28.8325,25.62416667
1.735,8.1
7.163571429,0.0
19.39,23.0
11.89166667,21.31473684
2.0,0.0
29.99090909,32.86090909
24.01052632,32.91052632
23.58161492,10.60155378
36.46941176,42.96411765
13.48388523469464,19.477750875603988
0.0,13.404
20.232,12.03333333
42.42636364,46.09
41.69352941,41.58833333
20.1475,24.35333333
25.88666667,31.46
29.84444444,10.11285714
0.0,9.187777778
2.313333333,21.736875
26.94210526,8.89875
0.0,8.798333333
36.944,8.6
20.8,23.2
24.21666667,9.035
0.0,0.0
16.37,23.95384615
17.89,41.2
24.81875,28.7125
49.165,7.976666667
28.80473684,27.33333333
0.0,0.0
0.0,21.97777778
60.76666667,8.757142857
27.87058824,8.443333333
40.025,8.676666667
19.3,23.0
20.0,22.5
0.0,33.865
23.18235294,19.618
47.44,21.2
32.37,10.23625
20.5,22.2
24.45789474,8.73
24.02727273,28.36583333
27.55833333,32.665
34.98428571,38.38923077
52.01,8.676666667
0.0,8.48
0.0,36.72944444
21.6,23.2
3.805555556,20.25684211
19.7,44.1
27.41832393,10.4
10.97315789,40.79736842
22.0,22.5
0.0,3.6845
8.249473684,24.82631579
24.9,27.3
35.61866667,43.97266667
19.41368421,0.0
27.02631579,8.73625
26.965,10.1625
1.04,22.049
17.0,39.6
26.02,30.06428571
0.0,0.0
38.7145,8.454444444
43.21473684,8.733333333
10.025,7.88
23.12142857,8.0
0.0,1.126
22.46666667,7.883333333
17.296812441229065,31.322782895579394
19.617893698973262,29.859808645550174
6.236875,20.8675
39.56142857,7.275
17.36736842,22.84944444
30.69894737,28.9
20.72578947,23.44944444
0.810526316,0.847368421
0.0,8.028823529
27.23125,31.0
20.9,36.5
43.1,46.8
21.5,24.0
26.11333333,8.45
28.85294118,9.153333333
1.767894737,18.85105263
27.4,27.42
24.82380952,8.496
20.6,25.6
19.8475,22.518125
0.0,31.1
14.83166667,22.37
8.260555556,24.03333333
30.2,8.998333333
0.0,2.893888889
31.5575,44.81666667
0.0,19.29866667
11.96294118,7.275
28.40666667,7.998333333
22.0,24.0
21.07071429,8.498
22.25789474,23.775
20.26583333,28.65666667
18.89,20.6
18.2,37.29
38.903125,42.27866667
16.08444444,22.71
26.24444444,7.91
0.0,7.0735
19.3,57.2
22.38823529,8.255555556
18.55076923,42.49230769
21.62111111,21.98428571
25.2,8.396666667
20.6,21.4
20.95764706,8.086666667
11.9885,22.37368421
18.10571429,42.79285714
28.32105263,7.93625
10.3635,22.10368421
8.393684211,26.03157895
21.3,45.2
0.0,24.2
28.11666667,21.5
0.916666667,19.40222222
23.62727273,29.85363636
0.0,8.625
0.0,0.0
0.977777778,11.25333333
19.30428571,44.21333333
21.3,23.9
20.43,33.20421053
22.72666667,41.69375
20.275,8.536
3.735294118,22.9
49.71125,8.36125
29.50773122,8.166666667
14.052,21.58842105
23.48947368,40.7385
23.29090909,7.798333333
27.96842105,8.356666667
39.44928571,41.37266667
18.44466667,19.71733333
0.0,0.0
13.274375,23.09375
0.0,0.0
27.08461538,9.0725
28.07426453,15.69666667
13.23,20.87722222
6.799444444,8.866666667
14.84444444,41.4
19.89,20.9
0.878947368,8.289
19.34461538,43.33846154
19.635,25.56470588
23.19944444,22.27777778
14.72588235,30.15
0.0,23.8
0.0,8.3225
29.66055556,28.34705882
22.5,22.7
16.99833333,0.0
12.25631579,20.7435
19.279,27.34666667
0.0,1.938333333
29.5199369,9.599274047
1.158823529,19.21125
17.04526316,22.70526316
21.24058824,7.81
44.5,28.0
0.0,0.0
0.0,28.58
