hvac_S,hvac_N
23.26111111,23.07142857
25.90526316,8.541428571
0.0,0.0
25.09933333,35.055625
26.58342847,9.852483345
24.96369488,9.193481225
25.16363636,7.6
15.886875,24.025
12.2,22.98823529
15.48833333,8.043333333
0.958823529,14.01555556
0.0,8.26125
21.4,15.709
5.174,20.089
47.54705882,57.72352941
0.947368421,19.79842105
27.1,7.75
2.667894737,20.25277778
24.61666667,8.263333333
21.44,15.1
0.0,8.659571739
16.26,22.575
17.98,8.798181818
0.0,32.47684211
19.27631579,38.64666667
25.72142857,43.55
0.0,15.03542077
21.0,22.1
4.967894737,19.86421053
22.08421053,8.4
3.988888889,9.58
28.35882353,8.9875
53.06666667,8.435
1.852105263,19.49210526
17.846,23.0
27.62,8.08625
25.16665817,10.48909722
29.29368421,32.00421053
23.8,7.97375
0.0,19.62823529
26.15,7.8
19.54222222,19.17
26.74504651,9.941835714
27.83333333,8.45
26.3345,9.133333333
19.4165,39.3445
18.6,38.9
0.0,9.6975
0.0,27.49842105
10.296,55.6668
0.0,36.2
3.21,0.0
0.0,56.2
21.3,21.0
35.69882353,8.2
26.46,44.143125
16.705,8.516666667
26.86,8.681666667
0.0,0.0
27.81176471,9.1
20.99789474,25.47647059
5.329411765,0.0
0.0,9.735029021
25.91052632,8.364444444
20.0,20.2
26.84,8.333333333
19.5,43.3
17.80833333,22.94944444
11.62105263,10.12
25.83333333,8.3125
21.8,22.5
29.44444444,8.38
9.067368421,20.29842105
0.0,21.198125
36.58,9.308571429
25.40526316,8.141428571
0.0,8.443636364
30.39473684,8.07375
0.961538462,0.0
21.4,22.5
18.09666667,24.2
17.83285714,9.241428571
34.89888889,39.22
42.69090909,7.754444444
2.557894737,0.0
27.8,8.01
11.226880082538514,27.831353041774264
1.852380952,14.516
21.69166667,35.36666667
13.39894737,21.155
26.00666667,26.85714286
5.069,20.0315
25.16842105,14.59090909
20.6,23.5
0.0,0.921052632
19.88666667,38.34833333
24.4125,7.6
19.396,43.466
36.4725,7.88625
18.62555556,23.91111111
30.4575,30.675
21.38421053,0.936842105
28.38235294,8.366666667
20.57684211,31.618
0.0,10.7535
9.660555556,26.20555556
0.0,3.16
18.5,19.39
14.55833333,8.0
0.0,8.983076923
27.3,28.5
0.0,2.222222222
8.452307692,0.0
9.561420402205954,18.27407801540994
0.9,0.0
31.07368421,9.478333333
13.48722222,32.02222222
7.730625,24.47333333
24.76470588,8.358
22.53906850877388,32.05060550113717
30.57553777,16.89
26.49444444,8.248
0.0,7.766666667
27.04,9.036
11.14529412,22.10470588
18.66896552,28.11724138
25.75294118,8.241428571
14.189132063138231,24.30299514913827
28.655,8.575
5.848888889,19.78210526
0.0,28.82611111
25.38,30.238
0.0,18.06111111
20.49833333,38.97111111
19.48789474,23.09411765
33.00368421,35.94684211
23.87368421,23.88421053
17.6895,37.1535
0.961111111,30.25
21.51583333,39.68083333
10.09473684,8.089
41.78263158,39.73105263
24.7,43.7
26.33809524,22.14444444
1.98125,0.0
24.25263158,8.022222222
34.45272727,37.61818182
4.588947368,25.71578947
0.0,0.0
2.111764706,17.82764706
53.33684211,9.138
4.33,22.735
38.79,39.5
20.3,43.3
0.0,38.6
21.6,7.575
27.3,34.61866667
19.36333333,8.533333333
19.85714286,22.42857143
42.00368421,40.84578947
20.55444444,8.0
22.9,10.51285714
28.59941176,39.88277778
0.0,10.67052632
12.27157895,21.63631579
11.6725,8.1575
38.46,27.325
24.06,22.17375
2.261111111,17.99153846
18.8,25.2
21.9925,16.64833333
14.99809524,22.98571429
47.55294118,8.599
9.548333333,21.54277778
18.28166667,35.7
26.58333333,8.1
0.0,18.61444444
15.88333333,10.81444444
10.20217628,7.7
51.1,22.6
17.89,39.7
30.95736842,8.511111111
24.62,8.296666667
18.89625,20.65294118
31.52,8.925454545
21.9,29.2
0.0,0.0
12.85736842,42.2545
20.97166667,7.44
42.69352941,8.329
29.68888889,8.155714286
19.39333333,40.572
1.994736842,10.23222222
19.8925,7.965555556
18.2447619,38.49809524
16.8,38.79
19.4175,7.966666667
24.01666667,7.975
21.8575,26.775
28.07368421,8.25
25.73529412,8.22
11.36157895,0.0
22.24705882,8.34
17.82619048,27.30363636
20.04333333,22.41666667
7.42,21.26789474
19.02588235,9.5
0.0,0.0
0.0,3.82
19.31473684,8.298571429
26.55729981,9.898622432
27.0,23.2
31.00421053,38.68736842
4.4,21.76210526
18.8,38.445
20.646,41.64375
32.18666667,9.695
25.56666667,8.5
41.49230769,47.83076923
0.0,0.0
17.96941176,7.45
8.534380432286866,20.35715042808829
26.02,8.515
19.6,37.0
20.5,20.8
18.393125,21.92294118
28.65,8.48
21.96111111,8.215
21.00588235,39.85647059
20.38894737,31.534
0.0,35.6
26.85789474,8.014285714
14.65736842,24.90526316
37.5,42.0
19.30894737,23.56157895
30.78,8.075
0.0,0.0
0.0,32.74142857
15.65833333,20.68166667
28.12105263,8.385
23.9,40.5
15.60411765,13.05
24.78333333,7.485714286
21.9,19.86
22.36555556,8.3125
27.97058824,7.85
18.784375,23.03846154
49.28823529,8.685555556
43.180625,8.449
22.62857143,7.899090909
8.775,13.99944444
3.536315789,40.01894737
14.77588235,10.658
26.17647059,9.142222222
37.6,45.6
34.47055556,37.45789474
25.54117647,8.8
28.3,24.1
40.5,42.7
26.03684211,9.252222222
31.07,8.52375
19.6,41.2
19.71,12.67222222
19.71611111,38.09444444
23.0,25.4
0.0,8.01125
21.72166667,30.539
0.0,19.5
19.935,8.133333333
2.321052632,20.97368421
7.92,0.0
13.28222222,3.625789474
22.64375,8.42375
28.57647059,8.849
23.05555556,23.85
37.83625,44.33529412
43.88571429,8.498
30.93411765,26.85882353
19.5,27.2
20.65210526,24.345
23.1875,8.238
14.78166667,21.4
28.66,7.254545455
1.655,24.08157894
0.0,19.28771053
25.00666667,9.063333333
37.0,19.5
21.3,22.7
21.72222222,8.142857143
24.03157895,27.61526316
17.3947619,20.449
23.5,39.79
0.0,16.49684211
16.31944444,5.942777778
21.2,21.6
17.30210526,8.5
33.16842105,9.718
19.66533333,8.696666667
21.36333333,7.733333333
0.0,0.0
17.2,41.2
21.85266667,19.46133333
12.93166667,21.54944444
21.5,41.6
2.406666667,19.975
27.85,35.14888889
0.0,39.34388889
0.888947368,17.23947368
20.79333333,30.73888889
17.749840244656355,32.19533302957893
20.9,23.4
47.10625,48.225
34.69789474,36.8675
18.60157895,21.86842105
16.27842105,22.18888889
7.134117647,20.82882353
17.95105263,24.16315789
5.85,23.75
10.01611111,23.54444444
23.39126864,8.375949541
20.6,22.9
25.8825,38.3075
19.47166667,9.476
24.96369488,9.193481225
18.49210526,21.92052632
27.79047619,8.065555556
16.8,63.5
22.69928571,23.44533333
28.95444444,26.44444444
24.77333333,7.571428571
27.675,7.4575
24.1,8.125714286
17.3,38.9
6.508181818,22.70909091
25.28090909,35.4
33.49235294,37.440625
13.53315789,22.10526316
25.17,8.2
22.63545455,24.82307692
5.228235294,8.143333333
0.0,0.0
45.17842105,9.148
15.38777778,40.94333333
29.05882353,8.231666667
19.09866667,7.881666667
17.89,40.6
43.89375,8.574444444
0.0,3.228823529
21.129,45.61818182
21.8,23.3
23.21117647,35.28823529
27.44736842,8.653333333
21.00947368,8.618
27.96666667,8.422857143
18.45210526,21.29368421
8.76,22.85238095
7.518125,19.04875
49.62,8.155714286
19.6,42.4
40.1,43.4
44.72941176,51.5
20.079375,20.035
37.46352941,9.033333333
28.12352941,8.185714286
23.16545261,7.85
20.7,45.9
31.6375,36.61647059
24.48333333,8.645
32.01714286,9.148
25.33888889,9.066666667
20.98833333,9.05
0.0,23.5
19.10222222,20.36611111
21.2,22.3
20.55705882,7.96125
21.68777778,25.92727273
0.0,16.01666667
24.44,8.0
18.91388889,7.95
21.4,23.3
2.746842105,20.42235294
31.4,31.6
1.81,20.31947368
38.08,11.825
30.05235294,37.72
1.726315789,19.49736842
27.59285714,30.69142857
0.0,0.0
28.94,9.751111111
5.277142857,18.32642857
0.0,0.0
21.0,22.1
19.12125,22.78235294
19.35833333,23.23
21.1,23.7
5.581045752,17.54441176
0.0,0.0
18.39,42.0
24.7,41.7
25.175,8.5
26.0,42.2
41.3,44.2
25.1,22.0
21.292,19.74875
34.749375,8.14875
32.909,38.16619048
0.0,9.604117647
48.04444444,7.833333333
1.921666667,0.0
0.0,38.2
25.66666667,8.178
7.733333333,20.95263158
20.56411765,29.62235294
23.28333333,16.298
7.066666667,16.24307692
0.0,23.13333333
0.0,16.53333333
0.0,9.870739946
17.42294118,22.04944444
22.32,0.905263158
26.46842105,7.895714286
30.0,40.9
21.95294118,23.28235294
21.87777778,27.96666667
5.706666667,39.62307692
19.05947368,8.31
0.0,0.0
13.47789474,23.23684211
52.915,8.319
5.981764706,19.89176471
25.07777778,23.4
0.0,0.0
14.03526316,7.985714286
24.8328711,10.29703714
38.37666667,45.44444444
24.02885419,10.15227984
0.0,8.443636364
2.848888889,23.55555556
18.89,40.0
28.2,8.058
0.0,6.346315789
19.58166667,8.1
15.6,19.1
27.34444444,15.36
0.910555556,8.395
21.33529412,8.825
28.445,9.376666667
28.58823529,8.464444444
24.45,8.154444444
29.06,20.5475
21.84705882,7.785714286
21.218125,8.975555556
26.65714286,7.122222222
23.88947368,8.325
19.43368421,8.1325
36.7,41.5
20.399,24.78
14.27055556,20.43222222
0.0,38.0
18.6,49.3
28.37222222,7.74
0.0,0.0
34.25666667,7.957142857
0.0,8.255714286
32.30123876,8.795
22.91,21.02166667
22.3,24.9
24.7,37.67333333
15.88842105,8.64
19.39,20.9
19.2,38.5
11.93133333,8.627142857
26.17058824,8.61
28.80526316,8.518
25.6,8.655714286
25.7,30.0
30.14214286,32.12071429
45.24857143,8.9225
28.83809524,8.131666667
22.81764706,19.13
17.110625,21.33125
19.76210526,8.178333333
20.02235294,8.087777778
22.6,41.4
27.08888889,37.679
38.16333333,9.133333333
26.24705882,8.25
33.624375,9.298888889
6.793684211,1.9145
0.0,23.1
25.4,26.1
43.03166667,52.47272727
26.87368421,8.365555556
22.91052632,7.966666667
18.386,40.07045455
17.55894737,23.40526316
26.585,8.81
28.10666667,8.785
29.52352941,26.47647059
43.67611111,7.95
0.0,17.98
42.1,60.1
21.60818182,27.12727273
0.0,38.70157895
0.0,0.0
20.0,35.1
22.78,25.8625
6.498947368,8.415
23.44666667,26.56
33.165,18.895
0.0,15.05421053
13.14166667,25.21111111
16.1,36.2
44.7375,56.35
6.738888889,24.00588235
1.03125,5.106666667
27.13333333,7.9
31.786875,8.214285714
27.67142857,8.539
22.54285714,8.512857143
22.04444444,7.68
23.866,29.45933333
21.5,22.4
26.3895,8.199230769
0.0,0.0
17.49842105,22.06789474
13.99166667,32.33722222
16.22842105,23.96111111
49.25714286,7.94
0.0,0.0
33.79,52.8
19.72647059,9.198333333
31.34238095,38.31705882
8.184915579,21.53858586
22.57647059,8.16
28.61666667,8.4
20.689,0.0
3.311111111,8.45
19.7,62.0
0.0,0.0
22.91785714,40.25714286
18.684375,33.89333333
0.0,0.0
21.84529412,2.3875
18.61444444,8.405
19.30888889,7.995
22.18823529,8.31125
17.64833333,32.80555556
33.29,54.4
0.0,0.0
21.09166667,20.91333333
29.19421053,9.978
41.4,30.2
18.149,19.79263158
0.0,18.81857143
0.0,19.42571429
41.66294118,42.89352941
17.44888889,28.97222222
17.21736842,8.098571429
18.09714286,7.633333333
53.975,8.381666667
1.921666667,19.59777778
35.44454545,39.16090909
0.0,2.021052632
19.39,41.2
28.56153846,30.00642857
14.77740741,21.34633333
28.42631579,8.871428571
25.09,8.4975
23.01054529,15.5
0.0,8.218
23.105,30.7145
16.19894737,19.07315789
0.0,0.0
24.5,68.2
21.1995,21.27736842
18.8,52.7
8.138333333,20.03733333
34.52533333,31.23333333
0.0,37.7
22.355,7.65
31.48701493,42.92537313
27.2,52.0
21.35294118,8.0
29.11662512,9.260354132
17.7647619,23.87
27.995,8.21125
22.3,43.2
10.325,20.59909091
16.89,39.2
27.62222222,7.742857143
0.0,9.928598885
18.69818182,30.67090909
28.17777778,8.85
27.56666667,13.525
27.15333333,33.08
24.62,8.072727273
26.64,7.875
11.55684211,22.33684211
23.01611111,8.517777778
15.86823529,29.67222222
36.47263158,40.25157895
0.0,39.15894737
24.14705882,43.72352941
26.62352941,10.318
45.35,22.275
0.0,0.0
26.5,29.4
0.0,1.922222222
16.73,22.575
23.5,7.78
20.69333333,26.63333333
22.7,22.4
24.185,8.433333333
17.74105263,8.41
28.79444444,7.96
18.0,19.0
20.96315789,8.2
0.0,0.0
42.20588235,9.417
14.02444444,15.54285714
23.81,20.01166667
20.02894737,39.73222222
27.495,7.566666667
20.39,21.1
0.0,0.0
31.86846154,30.87538462
26.02105263,9.36
0.0,0.0
26.53839199,9.805749076
0.885,9.985
20.75052632,21.54210526
0.0,8.561111111
0.0,8.033333333
28.06470588,9.91125
3.151053922,23.18909091
0.0,16.43111111
18.3375,8.257142857
26.8,39.4
2.666666667,13.34466667
30.57553777,16.89
15.73421053,36.27777778
35.00571429,44.22714286
0.0,0.0
18.89,25.7
0.0,8.053636364
0.0,33.15384615
3.772222222,0.0
0.0,8.075
19.3,26.5
9.205263158,0.0
0.0,0.0
18.99315789,8.187
2.827777778,23.81705882
7.779375,19.13733333
24.94654444,10.31841806
6.520526316,22.79947368
28.13125,27.83125
2.205,19.76625
18.84,32.836875
25.9,23.7
29.30588235,8.613333333
0.931578947,20.51789474
19.6,69.0
20.3,45.4
25.98125,15.67777778
0.0,0.0
20.525,31.19166667
40.38315789,8.6
21.1,22.5
20.3,22.3
26.56717349,9.845041385
1.475,8.659
0.0,20.89833333
0.0,0.0
14.72545455,23.15
17.8,19.6
26.68947368,19.06105263
44.80625,50.01764706
0.0,16.269
15.61733333,21.9625
21.0,21.7
22.5,44.2
30.03537313,40.53432836
6.39375,20.830625
14.98777778,31.25555556
41.97777778,8.2
22.10625,34.0875
20.39,22.5
12.16285714,21.45
24.69607008,8.8975
42.24285714,39.22142857
40.22533333,7.65
18.6,21.3
2.255555556,9.45
31.93277778,36.17611111
33.44214286,37.63538462
24.3,42.2
42.95625,42.22714286
41.5,64.7
27.66923077,8.09875
0.0,8.57
0.0,22.69294118
24.51578947,19.76684211
0.0,1.06875
22.7,31.4
0.0,9.060625
25.13076923,29.3825
22.59388889,26.54210526
0.0,17.3
18.39,43.3
26.54375,8.86
26.19444444,8.75
19.17611111,24.24444444
0.0,16.87105263
13.218,19.50466667
23.37263158,27.41
0.0,3.281818182
19.10444444,7.881666667
14.68842105,10.198
0.0,0.0
26.45294118,11.41111111
19.1,39.79
22.5,21.1
55.76,9.07
0.0,0.0
21.19352941,28.111875
56.04666667,58.425
10.0235,21.605
30.19833333,8.5225
26.945,8.296666667
38.32421053,8.978181818
13.06105263,22.91526316
20.42352941,8.38
0.0,61.5
24.3125,8.717
32.5680356,8.19
22.03157895,2.726315789
29.49473684,7.76
20.34388889,8.36
0.0,0.0
26.63333333,8.975
32.7,7.731666667
20.04833333,24.00833333
20.3,21.9
4.426315789,23.64210526
21.52111111,38.72111111
17.7,38.6
0.0,0.0
16.79882353,28.45235294
22.94444444,22.86666667
26.00332192,9.549543616
21.41266667,43.16
5.555,19.24166667
52.55,9.175
22.25,8.576
20.79,20.21384615
4.877777778,22.08666667
19.1,39.1
20.29888889,8.5225
26.825,22.61
38.79857143,8.82125
0.0,37.0
62.53052632,8.71125
0.0,8.363529412
27.38947368,19.42894737
29.985,11.56666667
26.75555556,8.484285714
0.0,8.28
8.619,7.76
18.39,39.9
22.48421053,19.29222222
13.08529412,7.854444444
28.02,7.633333333
16.54470588,20.749375
27.06842105,6.614285714
21.9625,8.764444444
25.66412892,9.882088808
24.48421053,7.899
25.34,7.28
34.34333333,39.909
19.35117647,24.78333333
23.91111111,26.15294118
22.59411765,17.72588235
0.0,19.24875
26.22922132,9.78655613
25.12666667,37.74
0.0,0.0
9.278947368,20.24833333
19.8835,8.18
1.38,29.41333333
21.87,34.51
0.0,14.99368421
2.8,23.4725
2.38125,18.2725
26.1625,31.205625
24.21058824,39.55058824
19.56263158,35.28333333
24.4,20.39
19.25058824,24.69444444
42.96,8.308
28.71666667,8.746666667
0.0,20.32055556
46.5,44.1
12.206703163497139,21.45768061514582
0.0,0.0
20.76870642,7.866666667
25.47789474,22.754
0.0,1.994444444
26.7,23.0
25.06666667,7.41125
18.57105263,8.092307692
24.14444444,8.168
20.648,25.39
22.4,22.5
19.52444444,44.09444444
67.08625,8.4625
14.97470588,1.975882353
23.48235294,7.92
22.09941176,8.374444444
1.71,1.9645
38.46352941,8.175555556
45.54375,8.879
23.68125,8.25
25.71052632,7.977777778
4.517647059,19.42647059
22.84,43.18
27.41333333,9.1
0.0,4.144444444
49.375,8.058
0.0,8.399473684
28.4,35.0
41.59294118,8.33
16.979752070143093,20.194708039078023
21.7,21.9
0.0,39.7
35.32533333,39.28
26.76722954,8.3
20.36,9.123529412
19.965,9.079090909
34.09266667,10.31428571
23.6,21.1
16.29888889,21.30473684
0.0,14.715625
24.34166667,24.91666667
0.0,18.89
23.6,41.6
35.9,27.5
19.39,44.0
0.0,19.17684211
25.11666667,8.96125
38.9,42.7
14.9585,20.964
19.39,65.5
47.4,55.5
21.5,8.016666667
0.0,0.0
20.219,22.76315789
21.0,21.8
50.2,9.319
27.26470588,8.984285714
28.51461538,33.26
14.202,20.67666667
39.828,8.46125
28.15,8.55
0.0,0.0
16.7,18.5
24.40714286,35.24285714
0.0,23.34052287
13.06466667,21.12375
21.14647059,8.293333333
21.00294118,9.63375
0.0,29.8875
10.80388889,24.4
6.1985,8.169090909
0.0,1.915
20.4325,23.475
0.0,7.86
18.85705882,9.066666667
16.539791874623916,31.529296172805743
19.04047619,8.198
19.75777778,8.566666667
17.87555556,45.96111111
21.65882353,25.75882353
27.34705882,8.452222222
0.0,9.3
11.199,0.0
5.199473684,20.33777778
20.1,42.4
20.6,39.9
20.58166667,40.09166667
11.22173913,46.86956522
0.0,21.835
23.65,7.925
25.84117647,8.298888889
25.54277778,23.14944444
18.68111111,37.90333333
21.6,23.3
0.0,32.432
35.50833333,35.37166667
19.6,20.2
12.305,20.22375
20.966875,8.298571429
15.8,38.4
0.0,38.02611111
0.0,19.27105263
23.57894737,14.9875
26.625,7.56
28.9,7.8
47.93333333,21.25
25.3,20.8
25.75454545,7.825
12.17777778,0.0
30.47263158,27.41764706
21.22111111,20.92294118
24.91578947,8.721111111
26.42307692,8.713333333
21.5,23.0
9.580588235,7.822222222
19.1,39.2
35.2,39.0
4.33125,20.93625
0.0,8.182307692
38.88166667,51.72416667
20.2,61.5
23.03157895,7.69875
21.79153846,33.85833333
17.8,39.7
12.91944444,8.2
0.0,17.98176471
41.54529412,8.35
19.61888889,24.5
23.55670679,10.43486324
27.2875,8.36125
27.42105263,8.371818182
21.45117647,20.4
21.57181818,37.65454545
32.165,29.22416667
49.23125,8.874444444
17.519,25.07315789
13.04588235,24.07777778
23.91920742,8.424270794
0.0,0.0
25.0,27.55833333
17.7,39.6
25.71875,36.925
26.73333333,8.6225
0.0,16.9725
17.3,61.3
23.836246466171758,27.22730015973957
0.0,24.04
29.59316177,30.79840686
21.13866667,31.60625
18.372,41.93866667
19.2485,20.91
25.05,8.185714286
24.8,8.3975
17.39,38.9
